pokedex_number,name_en,name_ko,generation,status,category,is_paldean,is_hisuian,is_galarian,is_alolan,is_mega,is_gigantamax,has_forms,type_number,type_1,type_2,height_m,weight_kg,abilities_number,ability_1,ability_2,ability_hidden,total_points,hp,attack,defense,sp_attack,sp_defense,speed,growth_rate,egg_type_number,egg_type_1,egg_type_2,shape,pokedex_color,image_path
549,lilligant-hisuian,히스이드레디어,5,일반,꽃장식포켓몬,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,2,풀,격투,1.2,19.2,3,엽록소,의욕,리프가드,480,70,105,75,50,75,105,2,1,식물,,기둥형,초록,
550,basculin-red-striped,배쓰나이(적색근의모습),5,일반,흉포포켓몬,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1,물,,1,18,3,이판사판,적응력,틀깨기,460,70,92,65,80,55,98,2,1,수중 2,,물고기형,초록,
550,basculin-blue-striped,배쓰나이(청색근의모습),5,일반,흉포포켓몬,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1,물,,1,18,3,돌머리,적응력,틀깨기,460,70,92,65,80,55,98,2,1,수중 2,,물고기형,초록,
550,basculin-white-striped,배쓰나이(백색근의모습),5,일반,흉포포켓몬,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1,물,,1,18,3,주눅,적응력,틀깨기,460,70,92,65,80,55,98,2,1,수중 2,,물고기형,초록,
551,sandile,깜눈크,5,일반,사막악어포켓몬,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,땅,악,0.7,15.2,3,위협,자기과신,분노의경혈,292,50,72,35,35,35,65,4,1,육상,,사족형,갈색,
552,krokorok,악비르,5,일반,사막악어포켓몬,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,땅,악,1,33.4,3,위협,자기과신,분노의경혈,351,60,82,45,45,45,74,4,1,육상,,사족형,갈색,
553,krookodile,악비아르,5,일반,위협포켓몬,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,땅,악,1.5,96.3,3,위협,자기과신,분노의경혈,519,95,117,80,65,70,92,4,1,육상,,이족꼬리형,빨강,
554,darumaka,달막화,5,일반,달마포켓몬,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,불꽃,,0.6,37.5,2,의욕,,정신력,315,70,90,45,15,45,50,4,1,육상,,인간형,빨강,
554,darumaka-galarian,가라르달막화,5,일반,달마포켓몬,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1,얼음,,0.7,40,2,의욕,,정신력,315,70,90,45,15,45,50,4,1,육상,,인간형,하양,
555,darmanitan-standard,불비달마,5,일반,염상포켓몬,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1,불꽃,,1.3,92.9,2,우격다짐,,달마모드,480,105,140,55,30,55,95,4,1,육상,,사족형,빨강,
555,darmanitan-zen,불비달마(달마모드),5,일반,염상포켓몬,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,2,불꽃,에스퍼,1.3,92.9,2,우격다짐,,달마모드,540,105,30,105,140,105,55,4,1,육상,,사족형,파랑,
555,darmanitan-galarian-standard,가라르불비달마,5,일반,염상포켓몬,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,1,얼음,,1.7,120,2,무아지경,,달마모드,480,105,140,55,30,55,95,4,1,육상,,사족형,하양,
555,darmanitan-galarian-zen,가라르불비달마(달마모드),5,일반,염상포켓몬,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,2,얼음,불꽃,1.7,120,2,무아지경,,달마모드,540,105,160,55,30,55,135,4,1,육상,,사족형,하양,
556,maractus,마라카치,5,일반,선인장포켓몬,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,풀,,1,28,3,저수,엽록소,마중물,461,75,86,67,106,67,60,2,1,식물,,기둥형,초록,
557,dwebble,돌살이,5,일반,돌집포켓몬,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,벌레,바위,0.3,14.5,3,옹골참,조가비갑옷,깨어진갑옷,325,50,65,85,35,35,55,2,2,벌레,광물,곤충형,빨강,
558,crustle,암팰리스,5,일반,바위집포켓몬,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,벌레,바위,1.4,200,3,옹골참,조가비갑옷,깨어진갑옷,485,70,105,125,65,75,45,2,2,벌레,광물,곤충형,빨강,
559,scraggy,곤율랭,5,일반,탈피포켓몬,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,악,격투,0.6,11.8,3,탈피,자기과신,위협,348,50,75,70,35,70,48,2,2,육상,드래곤,이족꼬리형,노랑,
560,scrafty,곤율거니,5,일반,악당포켓몬,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,악,격투,1.1,30,3,탈피,자기과신,위협,488,65,90,115,45,115,58,2,2,육상,드래곤,이족꼬리형,빨강,
560,scrafty-mega,메가곤율거니,5,일반,악당포켓몬,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,2,악,격투,1.1,31,3,탈피,자기과신,,588,65,130,135,55,135,68,2,2,육상,드래곤,이족꼬리형,갈색,https://data1.pokemonkorea.co.kr/newdata/pokedex/full/056002.png
561,sigilyph,심보러,5,일반,흡사새포켓몬,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,에스퍼,비행,1.4,14,3,미라클스킨,매직가드,색안경,490,72,58,80,103,80,97,2,1,비행,,단익형,검정,
562,yamask,데스마스,5,일반,영혼포켓몬,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,고스트,,0.5,1.5,1,미라,,,303,38,30,85,55,65,30,2,2,광물,부정형,팔형,검정,
562,yamask-galarian,가라르데스마스,5,일반,영혼포켓몬,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,2,땅,고스트,0.5,1.5,1,떠도는영혼,,,303,38,55,85,30,65,30,2,2,광물,부정형,팔형,검정,
563,cofagrigus,데스니칸,5,일반,관포켓몬,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,고스트,,1.7,76.5,1,미라,,,483,58,50,145,95,105,30,2,2,광물,부정형,기둥형,노랑,
564,tirtouga,프로토가,5,일반,옛날거북포켓몬,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,물,바위,0.7,16.5,3,하드록,옹골참,쓱쓱,355,54,78,103,53,45,22,2,2,수중 1,수중 3,사족형,파랑,
565,carracosta,늑골라,5,일반,옛날거북포켓몬,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,물,바위,1.2,81,3,하드록,옹골참,쓱쓱,495,74,108,133,83,65,32,2,2,수중 1,수중 3,이족꼬리형,파랑,
566,archen,아켄,5,일반,최초새포켓몬,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,바위,비행,0.5,9.5,1,무기력,,,401,55,112,45,74,45,70,2,2,비행,수중 3,단익형,노랑,
567,archeops,아케오스,5,일반,최초새포켓몬,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,바위,비행,1.4,32,1,무기력,,,567,75,140,65,112,65,110,2,2,비행,수중 3,단익형,노랑,
568,trubbish,깨봉이,5,일반,쓰레기봉투포켓몬,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,독,,0.6,31,3,악취,점착,유폭,329,50,50,62,40,62,65,2,1,광물,,인간형,초록,
569,garbodor,더스트나,5,일반,쓰레기장포켓몬,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1,독,,1.9,107.3,3,악취,깨어진갑옷,유폭,474,80,95,82,60,82,75,2,1,광물,,인간형,초록,
570,zorua,조로아,5,일반,나쁜여우포켓몬,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,악,,0.7,12.5,1,일루전,,,330,40,65,40,80,40,65,4,1,육상,,사족형,회색,
570,zorua-hisuian,히스이조로아,5,일반,나쁜여우포켓몬,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,2,노말,고스트,0.7,12.5,1,일루전,,,330,35,60,40,85,40,70,4,1,육상,,사족형,회색,
571,zoroark,조로아크,5,일반,요괴여우포켓몬,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,악,,1.6,81.1,1,일루전,,,510,60,105,60,120,60,105,4,1,육상,,이족꼬리형,회색,
571,zoroark-hisuian,히스이조로아크,5,일반,요괴여우포켓몬,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,2,노말,고스트,1.6,73,1,일루전,,,510,55,100,60,125,60,110,4,1,육상,,이족꼬리형,회색,
572,minccino,치라미,5,일반,친칠라포켓몬,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,노말,,0.4,5.8,3,헤롱헤롱바디,테크니션,스킬링크,300,55,50,40,40,40,75,3,1,육상,,사족형,회색,
573,cinccino,치라치노,5,일반,스카프포켓몬,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,노말,,0.5,7.5,3,헤롱헤롱바디,테크니션,스킬링크,470,75,95,60,65,60,115,3,1,육상,,사족형,회색,
574,gothita,고디탱,5,일반,응시포켓몬,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,에스퍼,,0.4,5.8,3,통찰,승기,그림자밟기,290,45,30,50,55,65,45,4,1,인간형,,인간형,보라,
575,gothorita,고디보미,5,일반,조작포켓몬,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,에스퍼,,0.7,18,3,통찰,승기,그림자밟기,390,60,45,70,75,85,55,4,1,인간형,,인간형,보라,
576,gothitelle,고디모아젤,5,일반,천체포켓몬,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,에스퍼,,1.5,44,3,통찰,승기,그림자밟기,490,70,55,95,95,110,65,4,1,인간형,,인간형,보라,
577,solosis,유니란,5,일반,세포포켓몬,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,에스퍼,,0.3,1,3,방진,매직가드,재생력,290,45,30,40,105,50,20,4,1,부정형,,머리형,초록,
578,duosion,듀란,5,일반,분할포켓몬,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,에스퍼,,0.6,8,3,방진,매직가드,재생력,370,65,40,50,125,60,30,4,1,부정형,,머리형,초록,
579,reuniclus,란쿨루스,5,일반,증폭포켓몬,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,에스퍼,,1,20.1,3,방진,매직가드,재생력,490,110,65,75,125,85,30,4,1,부정형,,팔형,초록,
580,ducklett,꼬지보리,5,일반,물새포켓몬,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,물,비행,0.5,5.5,3,날카로운눈,부풀린가슴,촉촉바디,305,62,44,50,44,50,55,2,2,수중 1,비행,단익형,파랑,
581,swanna,스완나,5,일반,백조포켓몬,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,물,비행,1.3,24.2,3,날카로운눈,부풀린가슴,촉촉바디,473,75,87,63,87,63,98,2,2,수중 1,비행,단익형,하양,
582,vanillite,바닐프티,5,일반,신설포켓몬,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,얼음,,0.4,5.7,3,아이스바디,눈숨기,깨어진갑옷,305,36,50,50,65,60,44,1,1,광물,,기둥형,하양,
583,vanillish,바닐리치,5,일반,빙설포켓몬,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,얼음,,1.1,41,3,아이스바디,눈숨기,깨어진갑옷,395,51,65,65,80,75,59,1,1,광물,,기둥형,하양,
584,vanilluxe,배바닐라,5,일반,블리자드포켓몬,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,얼음,,1.3,57.5,3,아이스바디,눈퍼뜨리기,깨어진갑옷,535,71,95,85,110,95,79,1,1,광물,,군집형,하양,
585,deerling,사철록,5,일반,계절포켓몬,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,2,노말,풀,0.6,19.5,3,엽록소,초식,하늘의은총,335,60,60,50,40,50,75,2,1,육상,,사족형,담홍,
586,sawsbuck,바라철록,5,일반,계절포켓몬,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,2,노말,풀,1.9,92.5,3,엽록소,초식,하늘의은총,475,80,100,70,60,70,95,2,1,육상,,사족형,갈색,
587,emolga,에몽가,5,일반,하늘다람쥐포켓몬,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,전기,비행,0.4,5,2,정전기,,전기엔진,428,55,75,60,75,60,103,2,1,육상,,사족형,하양,
588,karrablast,딱정곤,5,일반,덥석물기포켓몬,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,벌레,,0.5,5.9,3,벌레의알림,탈피,노가드,315,50,75,45,40,45,60,2,1,벌레,,인간형,파랑,
589,escavalier,슈바르고,5,일반,기병포켓몬,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,벌레,강철,1,33,3,벌레의알림,조가비갑옷,방진,495,70,135,105,60,105,20,2,1,벌레,,팔형,회색,
590,foongus,깜놀버슬,5,일반,버섯포켓몬,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,풀,독,0.2,1,2,포자,,재생력,294,69,55,45,55,55,15,2,1,식물,,팔형,하양,
591,amoonguss,뽀록나,5,일반,버섯포켓몬,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,풀,독,0.6,10.5,2,포자,,재생력,464,114,85,70,85,80,30,2,1,식물,,팔형,하양,
592,frillish,탱그릴,5,일반,부유포켓몬,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,물,고스트,1.2,33,3,저수,저주받은바디,습기,335,55,40,50,65,85,40,2,1,부정형,,다족형,하양,
593,jellicent,탱탱겔,5,일반,부유포켓몬,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,물,고스트,2.2,135,3,저수,저주받은바디,습기,480,100,60,70,85,105,60,2,1,부정형,,다족형,하양,
594,alomomola,맘복치,5,일반,돌보기포켓몬,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,물,,1.2,31.6,3,치유의마음,촉촉바디,재생력,470,165,75,80,40,45,65,3,2,수중 1,수중 2,물고기형,담홍,
595,joltik,파쪼옥,5,일반,들러붙기포켓몬,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,벌레,전기,0.1,0.6,3,복안,긴장감,벌레의알림,319,50,47,50,57,50,65,2,1,벌레,,곤충형,노랑,
596,galvantula,전툴라,5,일반,전기거미포켓몬,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,벌레,전기,0.8,14.3,3,복안,긴장감,벌레의알림,472,70,77,60,97,60,108,2,1,벌레,,곤충형,노랑,
597,ferroseed,철시드,5,일반,가시열매포켓몬,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,풀,강철,0.6,18.8,1,철가시,,,305,44,50,91,24,86,10,2,2,식물,광물,머리형,회색,
598,ferrothorn,너트령,5,일반,가시공포켓몬,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,풀,강철,1,110,2,철가시,,위험예지,489,74,94,131,54,116,20,2,2,식물,광물,다족형,회색,
599,klink,기어르,5,일반,톱니바퀴포켓몬,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,강철,,0.3,21,3,플러스,마이너스,클리어바디,300,40,55,70,45,60,30,4,1,광물,,군집형,회색,
600,klang,기기어르,5,일반,톱니바퀴포켓몬,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,강철,,0.6,51,3,플러스,마이너스,클리어바디,440,60,80,95,70,85,50,4,1,광물,,군집형,회색,
601,klinklang,기기기어르,5,일반,톱니바퀴포켓몬,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,강철,,0.6,81,3,플러스,마이너스,클리어바디,520,60,100,115,70,85,90,4,1,광물,,군집형,회색,
602,tynamo,저리어,5,일반,전기물고기포켓몬,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,전기,,0.2,0.3,1,부유,,,275,35,55,40,45,40,60,1,1,부정형,,물고기형,하양,
603,eelektrik,저리릴,5,일반,전기물고기포켓몬,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,전기,,1.2,22,1,부유,,,405,65,85,70,75,70,40,1,1,부정형,,물고기형,파랑,
604,eelektross,저리더프,5,일반,전기물고기포켓몬,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,전기,,2.1,80.5,1,부유,,,515,85,115,80,105,80,50,1,1,부정형,,물고기형,파랑,
604,eelektross-mega,메가저리더프,5,일반,전기물고기포켓몬,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1,전기,,3,180,1,부유,,,615,85,145,80,135,90,80,1,1,부정형,,물고기형,파랑,https://data1.pokemonkorea.co.kr/newdata/pokedex/full/060402.png
605,elgyem,리그레,5,일반,브레인포켓몬,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,에스퍼,,0.5,9,3,텔레파시,싱크로,애널라이즈,335,55,55,55,85,55,30,2,1,인간형,,이족꼬리형,파랑,
606,beheeyem,벰크,5,일반,브레인포켓몬,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,에스퍼,,1,34.5,3,텔레파시,싱크로,애널라이즈,485,75,75,75,125,95,40,2,1,인간형,,인간형,갈색,
607,litwick,불켜미,5,일반,양초포켓몬,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,고스트,불꽃,0.3,3.1,3,타오르는불꽃,불꽃몸,틈새포착,275,50,30,55,65,55,20,4,1,부정형,,기둥형,하양,
608,lampent,램프라,5,일반,램프포켓몬,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,고스트,불꽃,0.6,13,3,타오르는불꽃,불꽃몸,틈새포착,370,60,40,60,95,60,55,4,1,부정형,,팔형,검정,
609,chandelure,샹델라,5,일반,권유포켓몬,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,고스트,불꽃,1,34.3,3,타오르는불꽃,불꽃몸,틈새포착,520,60,55,90,145,90,80,4,1,부정형,,팔형,검정,
609,chandelure-mega,메가샹델라,5,일반,권유포켓몬,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,2,고스트,불꽃,2.5,69.6,3,타오르는불꽃,불꽃몸,,620,60,75,110,175,110,90,4,1,부정형,,팔형,검정,https://data1.pokemonkorea.co.kr/newdata/pokedex/full/060902.png
610,axew,터검니,5,일반,이빨포켓몬,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,드래곤,,0.6,18,3,투쟁심,틀깨기,긴장감,320,46,87,60,30,40,57,1,2,괴수,드래곤,이족꼬리형,초록,
611,fraxure,액슨도,5,일반,도끼턱포켓몬,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,드래곤,,1,36,3,투쟁심,틀깨기,긴장감,410,66,117,70,40,50,67,1,2,괴수,드래곤,이족꼬리형,초록,
612,haxorus,액스라이즈,5,일반,도끼턱포켓몬,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,드래곤,,1.8,105.5,3,투쟁심,틀깨기,긴장감,540,76,147,90,60,70,97,1,2,괴수,드래곤,이족꼬리형,노랑,
613,cubchoo,코고미,5,일반,빙결포켓몬,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,얼음,,0.5,8.5,3,눈숨기,눈치우기,주눅,305,55,70,40,60,40,40,2,1,육상,,이족꼬리형,하양,
614,beartic,툰베어,5,일반,동결포켓몬,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,얼음,,2.6,260,3,눈숨기,눈치우기,쓱쓱,505,95,130,80,70,80,50,2,1,육상,,사족형,하양,
615,cryogonal,프리지오,5,일반,결정포켓몬,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,얼음,,1.1,148,1,부유,,,515,80,50,50,95,135,105,2,1,광물,,머리형,파랑,
616,shelmet,쪼마리,5,일반,달팽이포켓몬,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,벌레,,0.4,7.7,3,촉촉바디,조가비갑옷,방진,305,50,40,85,40,65,25,2,1,벌레,,머리형,빨강,
617,accelgor,어지리더,5,일반,탈껍질포켓몬,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,벌레,,0.8,25.3,3,촉촉바디,점착,곡예,495,80,70,40,100,60,145,2,1,벌레,,팔형,빨강,
618,stunfisk,메더,5,일반,트랩포켓몬,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,땅,전기,0.7,11,3,정전기,유연,모래숨기,471,109,66,84,81,99,32,2,2,수중 1,부정형,물고기형,갈색,
618,stunfisk-galarian,가라르메더,5,일반,트랩포켓몬,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,2,땅,강철,0.7,20.5,1,의태,,,471,109,81,99,66,84,32,2,2,수중 1,부정형,물고기형,초록,
619,mienfoo,비조푸,5,일반,무술포켓몬,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,격투,,0.9,20,3,정신력,재생력,이판사판,350,45,85,50,55,50,65,4,2,육상,인간형,이족꼬리형,노랑,
620,mienshao,비조도,5,일반,무술포켓몬,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,격투,,1.4,35.5,3,정신력,재생력,이판사판,510,65,125,60,95,60,105,4,2,육상,인간형,이족꼬리형,보라,
621,druddigon,크리만,5,일반,동굴포켓몬,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,드래곤,,1.6,139,3,까칠한피부,우격다짐,틀깨기,485,77,120,90,60,90,48,2,2,드래곤,괴수,이족꼬리형,빨강,
622,golett,골비람,5,일반,골렘포켓몬,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,땅,고스트,1,92,3,철주먹,서투름,노가드,303,59,74,50,35,50,35,2,1,광물,,인간형,초록,
623,golurk,골루그,5,일반,골렘포켓몬,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,땅,고스트,2.8,330,3,철주먹,서투름,노가드,483,89,124,80,55,80,55,2,1,광물,,인간형,초록,
623,golurk-mega,메가골루그,5,일반,골렘포켓몬,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,2,땅,고스트,4,330,3,철주먹,서투름,,583,89,159,105,70,105,55,2,1,광물,,인간형,초록,https://data1.pokemonkorea.co.kr/newdata/pokedex/full/062302.png
624,pawniard,자망칼,5,일반,날붙이포켓몬,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,악,강철,0.5,10.2,3,오기,정신력,프레셔,340,45,85,70,40,40,60,2,1,인간형,,인간형,빨강,
625,bisharp,절각참,5,일반,도인포켓몬,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,악,강철,1.6,70,3,오기,정신력,프레셔,490,65,125,100,60,70,70,2,1,인간형,,인간형,빨강,
626,bouffalant,버프론,5,일반,박치기소포켓몬,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,노말,,1.6,94.6,3,이판사판,초식,방음,490,95,110,95,40,95,55,2,1,육상,,사족형,갈색,
627,rufflet,수리둥보,5,일반,새끼독수리포켓몬,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,노말,비행,0.5,10.5,3,날카로운눈,우격다짐,의욕,350,70,83,50,37,50,60,1,1,비행,,단익형,하양,
628,braviary,워글,5,일반,용맹포켓몬,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,노말,비행,1.5,41,3,날카로운눈,우격다짐,오기,510,100,123,75,57,75,80,1,1,비행,,단익형,빨강,
628,braviary-hisuian,히스이워글,5,일반,용맹포켓몬,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,2,에스퍼,비행,1.7,43.4,3,날카로운눈,우격다짐,색안경,510,110,83,70,112,70,65,1,1,비행,,단익형,하양,
629,vullaby,벌차이,5,일반,기저귀포켓몬,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,악,비행,0.5,9,3,부풀린가슴,방진,깨어진갑옷,370,70,55,75,45,65,60,1,1,비행,,단익형,갈색,
630,mandibuzz,버랜지나,5,일반,뼈독수리포켓몬,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,악,비행,1.2,39.5,3,부풀린가슴,방진,깨어진갑옷,510,110,65,105,55,95,80,1,1,비행,,단익형,갈색,
631,heatmor,앤티골,5,일반,개미핥기포켓몬,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,불꽃,,1.4,58,3,먹보,타오르는불꽃,하얀연기,484,85,97,66,105,66,65,2,1,육상,,이족꼬리형,빨강,
632,durant,아이앤트,5,일반,철개미포켓몬,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,벌레,강철,0.3,33,3,벌레의알림,의욕,게으름,484,58,109,112,48,48,109,2,1,벌레,,곤충형,회색,
633,deino,모노두,5,일반,폭거포켓몬,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,악,드래곤,0.8,17.3,1,의욕,,,300,52,65,50,45,50,38,1,1,드래곤,,사족형,파랑,
634,zweilous,디헤드,5,일반,흉포포켓몬,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,악,드래곤,1.4,50,1,의욕,,,420,72,85,70,65,70,58,1,1,드래곤,,사족형,파랑,
635,hydreigon,삼삼드래,5,일반,난폭포켓몬,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,악,드래곤,1.8,160,1,부유,,,600,92,105,90,125,90,98,1,1,드래곤,,이족꼬리형,파랑,
636,larvesta,활화르바,5,일반,횃불포켓몬,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,벌레,불꽃,1.1,28.8,2,불꽃몸,,벌레의알림,360,55,85,55,50,55,60,1,1,벌레,,곤충형,하양,
637,volcarona,불카모스,5,일반,태양포켓몬,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,벌레,불꽃,1.6,46,2,불꽃몸,,벌레의알림,550,85,60,65,135,105,100,1,1,벌레,,다익형,하양,
638,cobalion,코바르온,5,준전설,철심포켓몬,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,강철,격투,2.1,250,1,정의의마음,,,580,91,90,129,90,72,108,1,1,알미발견,,사족형,파랑,
639,terrakion,테라키온,5,준전설,암굴포켓몬,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,바위,격투,1.9,260,1,정의의마음,,,580,91,129,90,72,90,108,1,1,알미발견,,사족형,회색,
640,virizion,비리디온,5,준전설,초원포켓몬,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,풀,격투,2,200,1,정의의마음,,,580,91,90,72,90,129,108,1,1,알미발견,,사족형,초록,
641,tornadus-incarnate,토네로스,5,준전설,선풍포켓몬,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1,비행,,1.5,63,2,짓궂은마음,,오기,580,79,115,70,125,80,111,1,1,알미발견,,팔형,초록,
641,tornadus-therian,토네로스(영물폼),5,준전설,선풍포켓몬,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1,비행,,1.4,63,1,재생력,,,580,79,100,80,110,90,121,1,1,알미발견,,단익형,초록,
